,teks,tipe
196,Habis manis sepah dibuang \n Habis gelap terbitlah terang \n Habis uang terbitlah ngutang \n Tak sanggup bayar bogem melayang,Pantun Jenaka
197,Istal itu kandangnya kuda \n Rumah itu kandangnya kita \n Ada pria tampan mukanya \n Sayangnya ia si orang gila,Pantun Jenaka
198,Jika engkau sedang di Lamongan \n Engkau harus coba makan soto \n Swadaya kini sudah tak zaman \n Karna sekarang zaman swafoto,Pantun Jenaka
199,Karena nila yang satu titik \n Rusaklah susu satu belanga \n Karena kentut sekian detik \n Semua orang cium baunya,Pantun Jenaka
200,Pak Ujang bermain kendang \n Bu Aminah membuat rendang \n Ada uang abang kusayang \n Tak ada uang abang ku tendang,Pantun Jenaka
201,Satu ditambah satu menjadi dua \n Dua ditambah tujuh jadi sembilan \n Sembilan dikurang empat jadi lima \n Ini tuh pantun atau hitungan?,Pantun Jenaka
202,Sedikit ucap banyak bekerja \n Itu semboyan di masa lampau \n Sedikit kerja banyak ngeluh-nya \n Itu semboyan orang zaman now,Pantun Jenaka
203,Tangkai mawar banyak berduri \n Kelopak mawar merah sekali \n Sungguh aku malu sekali \n Terciduk sedang ngompol di kali,Pantun Jenaka
204,Ada Tukang kayu membuat Peti \n Peti yang bagus berbahan kayu jati \n Mari bersihkan diri dan sucikan hati \n Jauhkan sifat dengki serta iri hati,Pantun Nasihat
205,Air dan api selalu berlawanan \n Langit dan bumi adalah berjauhan \n Kalau hati penuh kedengkian \n Siapalah orang yang akan mau berteman,Pantun Nasihat
206,Anak ayam turun sepuluh \n Mati seekor tinggal sembilan \n Bangun pagi sembahyang subuh \n Minta doa kepada Tuhan,Pantun Nasihat
207,Anak gadis dengan pipi merona \n Memakai gelang dari mutiara \n Agar hidupmu penuh dengan  \n Cobalah peduli dengan saudara,Pantun Nasihat
208,Anak kancil berlomba lari \n Di tengah jalan berjumpa singa \n Jagan jahil di sepanjang hari \n Menuntut ilmu wajib hukumnya,Pantun Nasihat
209,Anak kecil bermain batu \n Batu besar dilempar masuk sumur \n Belajar jangan mengenal waktu \n Juga jangan mengenal umur,Pantun Nasihat
210,Anyit suka kopi susu \n Minum kopinya bersama-sama \n Biasakanlah membaca buku \n Sebab ia jendela dunia,Pantun Nasihat
211,Ayahku seorang petani \n Bekerja tiap hari di tanah ladang \n Ayo belajar hari ini \n Untuk masa depan yang lebih gemilang,Pantun Nasihat
212,Bawa umpan pancing dengan wadah \n Jerat gerombol ikan dengan jala \n Luruskan niat dalam ibadah \n Agar berkah dan berpahala,Pantun Nasihat
213,Beli lemon di Pak Petrus \n Makannya bareng sama Mbak Yum \n Manfaatkan waktu belajar terus \n Dan buat orang tuamu tersenyum,Pantun Nasihat
214,Beli mangga bersama Tania \n Tania membeli mangga empat \n Jangan bosan untuk berdoa \n Niscaya dikabulkan disaat tepat,Pantun Nasihat
215,Beli sayur di toko Olga \n Sayang Olga sedang rehat \n Jangan lupa olahraga \n Agar tubuh dalam kondisi sehat,Pantun Nasihat
216,Berjalan-jalan menuju Bali \n Pergi jauh mencari aneka mainan \n Kepada Tuhan-lah kita kembali \n Mohonlah doa dan ampunan,Pantun Nasihat
217,Berlari-lari memacu waktu \n Tetap tertinggal gerbong kereta \n Letakan Pendidikan di nomor satu \n Untuk kemajuan bangsa dan negara,Pantun Nasihat
218,Besi itu sudah menua \n Akan dibuat kasur pakai busa \n Jangan membangkang perintah orang tua \n Sebab akan menambah dosa,Pantun Nasihat
219,Buat apa berbaju batik kalau \n Tidak pake selendang \n Buat apa berwajah cantik \n Kalau tidak mau sembahyang,Pantun Nasihat
220,Dani suka terbawa arus \n Hingga lupa jati dirinya \n Semangat lah belajar yang terus-menerus \n Kelak akan kau petik buahnya,Pantun Nasihat
221,Gelas termasuk barang pecah belah \n Maka jika dipegang terasa keras \n Marilah semangat pergi ke sekolah \n Tuntut ilmu dengan rajin jangan malas,Pantun Nasihat
222,Hari ini hari Selasa \n Esok hari berganti Rabu \n Jika ingin masuk ke surga \n Ingat ibadah nomor satu,Pantun Nasihat
223,Hari Minggu belanja ke pasar \n Membeli sayuran dan juga beras \n Tiap hari rajinlah belajar \n Agar di masa depan jadi orang yang cerdas,Pantun Nasihat
224,Ikut lomba dan kalah \n Pulang-pulang hati kesal \n Waktu muda rajinlah sekolah \n Agar di masa tua tak menyesal,Pantun Nasihat
225,Joni gemar bakso urat \n Bakso uratnya pakai mie dan sayur-sayuran \n Jika kamu ingin hidup selamat \n Cobalah selalu taat perintah Tuhan,Pantun Nasihat
226,Joni main bersama Yusa \n Tapi lupa mengajak Firman \n Jangan pernah remehkan puasa \n Karena puasa termasuk rukun iman,Pantun Nasihat
227,Joni memancing di kala fajar \n Pulang menenteng banyak ikan \n Bagi siapa yang rajin belajar \n Pasti akan sukses kemudian,Pantun Nasihat
228,Joni pergi ke sekolah terlambat \n Hingga gurunya memarahi \n Jangan pernah meninggalkan sholat \n Agar terus mendapat ridho ilahi,Pantun Nasihat
229,Joni suka olahraga lari \n Budi suka memahat \n Jaga pola makan sehari-hari \n Agar tubuh menjadi sehat,Pantun Nasihat
230,Kalau bulan rindukan mentari \n Tentu malam akan rindu siang \n Kalau hati cinta Ilahi \n Tentu dirinya akan merasa tenang,Pantun Nasihat
231,Kalau sahabat membeli bunga \n Jangan lupa membawa bekal \n Jika sahabat mengejar dunia \n Jangan sampai akhirat tertinggal,Pantun Nasihat
232,Ke toko swalayan membeli minyak zaitun \n Tiba di swalayan banyak anak bermain \n Selalu lah menjaga sopan santun \n Agar dihargai oleh orang lain,Pantun Nasihat
233,Kehulu sungai gunakan rakit \n Dari bambu diikat kuat \n Bila ucapku buatmu sakit \n Maaf darimu sangat kuharap,Pantun Nasihat
234,Liburan asyik pergi ke Blitar \n Tak ingin pulang terburu-buru \n Jika ingin menjadi anak yang pintar \n Belajar dan Berterima Kasih lah pada bapak ibu guru,Pantun Nasihat
235,Liburan ke Batu hari Minggu \n Upaya menghilangkan kau punya cemas \n Makanlah selalu tepat waktu \n Agar tubuh tak mudah lemas,Pantun Nasihat
236,Malam minggu malam penuh canda \n Bersantai sambil berdendang gitar \n Belajarlah kamu selagi muda \n Agar nanti jadi anak pintar,Pantun Nasihat
237,Mawar merah melati putih \n Bunga anggrek pun banyak gunanya \n Mari biasakan hidup bersih \n Buanglah sampah pada tempatnya,Pantun Nasihat
238,Menulis puisi dengan penuh tanya \n Tak lama kemudian ada tamu \n Sebut nama pujaan dihadapanNya \n Siapa Tau ia jodohmu,Pantun Nasihat
239,Naik kereta di malam hari \n Kereta cepat memacu laju \n Jadilah engkau anak yang berani \n Tak pernah ragu dan terus maju,Pantun Nasihat
240,Nonton sepak bola bareng Galuh \n Si Galuh gemar grup bola MU \n Dalam hidup jangan mengeluh \n Ingat kerja-keras orang tuamu,Pantun Nasihat
241,Pagi hari petani datang menyemai \n Padi tumbuh disiram sudah \n Jika ingin hidup dalam damai \n Jangan pernah lupa beribadah,Pantun Nasihat
242,Pak Yudi gemar bertapa di gua \n Kertas dibakar menjadi abu \n Jangan suka membohongi orang tua \n Sebab surga ditelapak kaki ibu,Pantun Nasihat
243,Pergi Haji ke Kota Mekah \n Jangan Lupa bawa Kedondong \n Orang yang Rajin sedekah \n Insya Aallah masuk Surga dong,Pantun Nasihat
244,Pergi ke pasar beli bawang \n Beli bawang tidak pakai kulit \n Hati hati lah jadi orang \n Jadi orang janganlah suka pelit,Pantun Nasihat
245,Pergi ke swalayan untuk belanja \n Di tengah jalan bertemu anak sma \n Kalau di sekolah jangan ribut saja \n Dengarkan nasihat guru dengan seksama,Pantun Nasihat
246,Pergi kemah jangan lupa membawa tenda \n Tenda yang dibawa milik Dima \n Punya rejeki beramal jangan ditunda \n Tunaikan rukun iman yang ke lima,Pantun Nasihat
247,Pisang emas dibawa berlayar \n Masak sebiji di atas peti \n Hutang emas boleh dibayar \n Hutang budi dibawa mati,Pantun Nasihat
248,Pohon pisang di halaman sudah berbuah \n Padahal minggu lalu baru diberi pestisida \n Periksa kembali pelajaran di rumah \n Acara bermain bisa ditunda,Pantun Nasihat
249,Pukul tujuh pagi telah masuk kelas \n Mengerjakan tugas yang cukup rumit \n Menuntut ilmu haruslah ikhlas \n Wujudkan cita-citamu setinggi langit,Pantun Nasihat
250,Putih putih bunga melati \n Tumbuh dekat pohon kemangi \n Barang siapa rendah hati \n Derajatnya akan menjadi tinggi,Pantun Nasihat
251,Rusa banyak dalam rimba \n Kera pun banyak tengah berhimpun \n Dosa banyak dalam dunia \n Segeralah kita minta ampun,Pantun Nasihat
252,Semua lauk habis sudah \n Tertinggal sepiring gula-gula \n Sejak kini rajinlah ibadah \n Niscaya kelak peroleh surga,Pantun Nasihat
253,Si Joni langganan juara satu \n Padahal hobinya tidur pulas \n Kumpulkan PR tepat waktu \n Agar bisa naik kelas,Pantun Nasihat
254,Siput mudah dikejar \n Tak dapat ia cepat berlari \n Ilmu didapat dengan belajar \n Namun harus sepenuh hati,Pantun Nasihat
255,Sungguhlah manis si buah nangka \n Makannya hati-hati karena ada getahnya \n Jauhkan diri untuk berburuk sangka \n Buruk sangka itu tdak baik akibatnya,Pantun Nasihat
256,Ada bubu di kayu Rengat \n Dengan tali bubu terikat \n Kasih ibu begitu hangat \n Kepadanya kami teringat,Pantun Orangtua
257,Anak ayam memakan lipan \n cepat sekali mematuknya \n Belajarlah demi masa depan \n agar hidupmu bahagia,Pantun Orangtua
258,Anak bayi dalam kelambu \n Bulan datang alangkah pucatnya \n Siapa tunduk kepada Ibu \n kan ditinggikan derajatnya,Pantun Orangtua
259,Anak kecil main layang-layang \n Pergi ke lio membakar bata \n Sayang sayang seribu kali sayang \n Yang di sayang Ibu tercinta,Pantun Orangtua
260,Anak raja mengembara \n Dari gunung hingga lembah \n Lemah lembut-lah saat bicara \n Apalagi di depan ibu dan ayah,Pantun Orangtua
261,Apa tanda sapi pedati \n Membawa gerobak jalan lamban \n Apa tanda anak berbakti \n Kepada Ibu selalu sopan,Pantun Orangtua
262,Badan merah si ular naga \n Walau besar tak berbisa  \n Jika bahagia di keluarga \n Bahagia pula di luar sana,Pantun Orangtua
263,Baju cantik ujung berenda \n Membuat sendiri tentu tak bisa \n Jika Ibu telah tiada \n Hati merana baru terasa,Pantun Orangtua
264,Baju putih baju berenda \n Tebu manis terperas sepah \n Bila ayah bunda tiada \n Kemana rindu hendak tertumpah,Pantun Orangtua
265,Bambu kecil dibuat tangga \n Makan nasi diberi lada  \n Bekerja keras untuk keluarga \n Rasa bahagia masuk di dada,Pantun Orangtua
266,Bangau turun ke tanah rawa \n mencari ikan dapatnya serangga \n Berbakti kepada orang tua \n adalah jalan menuju surga,Pantun Orangtua
267,Bangun pagi di hari selasa \n Tidak lupa sarapan pagi \n Kasih ibu sepanjang masa \n Yang tak terbayar pengorbanannya,Pantun Orangtua
268,Bapak haji membeli sorban \n Kota Bogor banyak talasnya \n Betapa banyak Ibu berkorban \n Tak mungkin aku membalasnya,Pantun Orangtua
269,Batu kecil berbongkah-bongkah \n Pergi ke kebun memetik pala \n Jauh kaki untuk melangkah \n Kepada rumah teringat pula,Pantun Orangtua
270,Bayi tidur Dalam Kelambu \n Habis makan buah pepaya \n Betapa hangat kasih ibu \n Bagai Cahaya sang surya,Pantun Orangtua
271,Beli kelambu di pasar raya \n Kelambu indah bergambar rusa \n Selamat hari Ibu untuk semua \n Semoga Ibu bahagia senantiasa,Pantun Orangtua
272,Beli sorban putih warnanya \n Dalam kereta anak bercerita \n Rela berkorban untuk anaknya \n Rela menderita agar anak bahagia,Pantun Orangtua
273,Bintang timur amat jelita \n berpendar indah cahayanya \n Bahagiakan hati Ayah kita \n dengan belajar serajin-rajinnya,Pantun Orangtua
274,Buah jambu buah markisa \n Dipetik di ujung desa \n Hati ibu sungguh mulia \n Kasihnya membawa ke surga,Pantun Orangtua
275,Buah kemumu segar rasanya \n disimpan dalam kotak papan \n Dengarkan olehmu nasehatnya \n sebagai bekal di masa depan,Pantun Orangtua
276,Buah mangga buah jambu \n Paling manis dibuat rujak \n Aku sangat bangga padamu ibu \n Walau lelah kau tetaplah bijak,Pantun Orangtua
277,Buah matang tolong petikan \n akan dimasak dengan santan \n Di setiap sholat kita doakan \n agar Ayah mendapatkan keselamatan,Pantun Orangtua
278,Bukan pandai bukan sakti \n Hanya tekun pada diri \n Kepada Ibu selalu berbakti \n Itulah jalan menuju bahagia abadi,Pantun Orangtua
279,Bunga mawar dihinggapi kupu-kupu \n Karena mawar indah mempesona \n Surgaku ada dibawah telapak kaki ibu \n Karena ibu berhati mulia,Pantun Orangtua
280,Bunga mekar berseri-seri \n kancil memandang dari kursi \n Ayah pergi pagi setiap hari \n demi mendapat sesuap nasi,Pantun Orangtua
281,Burung dara terbang melayang \n Hinggap satu di atas kereta  \n Sayang sayang seribu sayang \n Yang disayang keluarga kita,Pantun Orangtua
282,Burung pipit burung kutilang \n Terbang semua diganggu kera  \n Rasa sayang jangan hilang \n Untuk keluarga yang tercinta,Pantun Orangtua
283,Dari pantai mengambil ikan \n Bertumpuk ikan di pelabuhan \n Semoga ibu dimaafkan \n Dari segala dosa dan kesalahan,Pantun Orangtua
284,Duduk di singgasana tuan Raja \n kancil bagai peminta-minta \n Siang malam ayah bekerja \n agar kita tak terlunta-lunta,Pantun Orangtua
285,Gelas Kaca mudah pecah \n Pergi ke pasar membeli tiga \n Bila hati terasa susah \n Teringat diri pada ibunda,Pantun Orangtua
286,Hari Minggu minum jus jambu \n Jus jambu dikasih Pak Nanap \n Setiap malam ibu menimang aku \n Agar tidurku begitu lelap,Pantun Orangtua
287,Hari Sabtu minum jus jambu \n Jus jambu dikasih Bu Nunu \n Terima kasih atas kasihmu \n Yang tak terhingga sepanjang waktu,Pantun Orangtua
288,Hidup indah karena seni \n Langit indah karena Pelangi  \n Cinta kasih mekar bersemi \n Kepada sesama saling menyayangi,Pantun Orangtua
289,Ikan sungai masuk ke bubu \n Bambu tajam dibuat sembilu \n Kuucapkan selamat hari Ibu \n Jasa-jasamu terkenang selalu,Pantun Orangtua
290,Indramayu kota mangga \n Bambu kebun dibuat tangga \n Rela berkorban jiwa dan raga \n Moga Ibu masuk ke surga,Pantun Orangtua
291,Jalan-jalan ke Jakarta \n Pulang ke kampung di situ lembah \n Kasih sayang laksana bunga \n Bila mekar terlihat indah,Pantun Orangtua
292,Jalan-jalan ke Tanjung Pinang \n ramai orang di batu belah \n Hatinya pasti akan senang \n bila melihatmu jadi anak shalehah,Pantun Orangtua
293,Jika datang hari raya \n banyak orang yang bergaya \n Jika hidupmu bahagia \n bahagia pula hati Ayah,Pantun Orangtua
294,Kain batik kain kebaya \n Kancil lari ke dekat rusa \n Moga Ibu selalu bahagia \n Sehat selalu ke akhir masa,Pantun Orangtua
295,Kayu kering mudah patah \n Kapuk putih dari randu \n Ke manapun kaki melangkah \n Pada Ibu selalu rindu,Pantun Orangtua
296,Ke pasar membel ikan belida \n ikan belida sedap rasanya \n Selagi Ayah masih ada \n jangan berlaku sia-sia,Pantun Orangtua
297,Kota Bogor kota tanah \n Ada pula Taman Rusa \n Kasih Ibu tiada terbalas \n Mengalir terus sepanjang masa,Pantun Orangtua
298,Kue klepon campur kelapa \n Agar sedap semua rasa \n Jasa Ibu jangan dilupa \n Kan terkenang sepanjang masa,Pantun Orangtua
299,langit cerah berwarna biru \n Sungguh sedap dipandang mata \n Betapa damai di sisi ibu \n Terasa kasihnya hingga ke sukma,Pantun Orangtua
300,Main api berbahaya \n Ikan mati di dalam kolam \n Kasih sayang laksana cahaya \n Menerangi jiwa nan kelam,Pantun Orangtua
301,Malam hari makan buah jambu \n Makannya dibawah terangnya bulan \n Sembilan bulan mengandung diriku \n Pengorbananmu tak akan mampu terbalaskan,Pantun Orangtua
302,Mawar mekar dan merekah \n bagus dipandang warnanya merah \n Lelah Ayah mencari nafkah \n doakan agar rezekinya berkah,Pantun Orangtua
303,Memandang langit diakhir tahun \n Melihat terangnya cahaya bulan \n Ibu rasa lelah mampu kau tahan \n Demi anakmu engkau rela berkorban,Pantun Orangtua
304,Mendung hitam terasa sendu \n Manis air dari tebu \n Pada Ibu selalu rindu \n Terkenang selalu dalam qolbu,Pantun Orangtua
305,Mentari pagi sudah berpijar \n ke wajah Bumi cahayanya \n Jika kita tekun belajar \n Ayahpun pasti bahagia,Pantun Orangtua
306,Naik mobil naik kereta \n Dari Bali ke pulau Jawa \n Rindu hati pada ayah bunda \n Ingin memeluk sepenuh jiwa,Pantun Orangtua
307,Naik pesawat ke Madura \n Tidak lupa membeli baju \n Ibu begitu indah telapak kakimu \n Di sanalan tempat surgaku,Pantun Orangtua
308,Nasi kemarin sudah basi \n bercampur dengan ikan teri \n Jadilah anak yang berprestasi \n agar hatinya berseri-seri,Pantun Orangtua
309,Onta bukan sembarang onta \n Onta dari Saudi Arabia \n Cinta bukan sembarang cinta \n Cinta ibu tiada terkira,Pantun Orangtua
310,Pagi hari surya datang \n Penuh bumi dengan cahaya \n Ayah ibu selalu berjuang \n Agar keluarga hidup bahagia,Pantun Orangtua
311,Pulang siang di hari rabu \n Langsung tidur didalam rumah \n Walau aku sering mengecewakanmu \n Kasih ibu tetap tercurah,Pantun Orangtua
312,Pergi ke pasar membeli baju \n Warnanya putih abu-abu \n Kasih sayang seorang ibu \n Selalu ada sepanjang waktu,Pantun Orangtua
313,Pipit bersiul dengan riang \n Bernyanyi di puncak kelapa  \n Kepada adik mestilah sayang \n Kepada kakak mestilah cinta,Pantun Orangtua
314,Pisau tajam dari baja \n Lama-lama juga patah  \n Hormati ayah yang bekerja \n Berjuang untuk memberi nafkah,Pantun Orangtua
315,Ranting tua mudah patah \n Burung bertelur ada tiga \n Ayah bekerja mencari nafkah \n Siang malam demi keluarga,Pantun Orangtua
316,Rumah kotor oleh jelaga \n Jelaga hadir di para-para \n Jangan sia-siakan keluarga \n Supaya hidup tidak sengsara,Pantun Orangtua
317,Sawah luas tempatnya padi \n padi dibawa dengan pedati \n Jadilah anak yang berbudi \n pada Ayah kita berbakti,Pantun Orangtua
318,Siapa punya selendang mayang \n Dialah putri dari kerajaan  \n Siapa orang yang paling sayang \n Dialah ibu selalu penuh perhatian,Pantun Orangtua
319,Siapa suka makan tomat \n Tomat sayur bukan buah \n Siapa orang yang harus dihormat \n Itulah Ibu dengan ayah,Pantun Orangtua
320,Siput berjalan dengan lamban \n menuju ibukota kerajaan \n Menghormati Ayah adalah kewajiban \n yang tercantum dalam al Quran,Pantun Orangtua
321,Suku badui suka berpindah \n Badan sehat kuat tenaga \n Permata yang paling indah \n Dialah sebuah keluarga,Pantun Orangtua
322,Sungai amat jerniah airnya \n tempat bersarang si lintah \n Patuhi perintah darinya \n jangan suka membantah,Pantun Orangtua
323,Sungguh enak buah berduri \n Dipetik dari tanah Deli \n Berjuang Ibu setiap hari \n Badan letih tak peduli,Pantun Orangtua
324,Sungguh panjang sisi ikan pari \n Berenang-renang hingga ke tepi \n Hilang  harta bisa dicari \n Hilang kasih kan terasa sepi,Pantun Orangtua
325,Sungguh segar air selasih \n Untuk diminum waktu dahaga \n Sayangi ibu yang penuh kasih \n Berletih-letih  menjaga kita,Pantun Orangtua
326,Sungguh Tinggi pohon kelapa \n Petik satu nikmati rasa \n Kehangatan kasih tak terlupa \n Kan terkenang sepanjang masa,Pantun Orangtua
